,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key
1456,1456,1456,1456,630Ug0XtmhhFvAKo0PNuEI,0.344,0.35,111.994,0.0374,0.456,3.36e-05,0.84,199227,-8.613,0.526,0,5
1457,1457,1457,1457,1Weox7JrxWlozk46HkXHTp,0.438,0.113,89.935,0.137,0.624,0.00155,0.388,220199,-12.215,0.0527,1,4
1458,1458,1458,1458,06UPCXzhIsXnceSXmKLMEY,0.831,0.0909,76.352,0.433,0.0401,0.0,0.573,277707,-5.586,0.766,1,7
1459,1459,1459,1459,4wEbikMfcSFAukCbbL06si,0.927,0.0623,105.567,0.395,0.0383,0.0,0.575,313547,-5.511,0.473,0,4
1460,1460,1460,1460,3SdTKo2uVsxFblQjpScoHy,0.306,0.0707,118.068,0.0393,0.57,7.07e-06,0.65,180056,-9.443,0.605,1,9
1461,1461,1461,1461,5dOxHHMOFAbG3VH23t0xNm,0.625,0.129,142.948,0.0314,0.0417,0.0,0.706,242181,-7.426,0.225,1,0
1462,1462,1462,1462,74dCqxoXSF5UObcibtsgJN,0.48,0.13,140.01,0.385,0.267,0.0,0.759,148907,-10.434,0.528,1,8
1463,1463,1463,1463,1rN9QoVxw5U7TJkyaUR8C1,0.889,0.0984,135.014,0.0862,0.0495,0.0,0.508,238360,-2.755,0.332,0,7
1464,1464,1464,1464,4s6LhHAV5SEsOV0lC2tjvJ,0.608,0.0533,112.367,0.0345,0.352,0.0,0.552,162373,-9.786,0.637,0,1
1465,1465,1465,1465,3y3brCCecHC3Db18aIOnny,0.705,0.131,121.799,0.079,0.381,0.000116,0.591,215316,-6.519,0.27,0,9
1466,1466,1466,1466,7EIHl1xmO7UEtTEPczPj8i,0.751,0.0643,151.884,0.039,0.302,0.00155,0.737,258773,-4.063,0.961,1,6
1467,1467,1467,1467,1XxSVil40QANKQ3b5mRARs,0.514,0.108,93.86,0.049,0.0344,0.00683,0.497,213128,-7.086,0.583,0,9
1468,1468,1468,1468,3Go3I3U0AoCyPSzWhQpB0W,0.662,0.136,155.78,0.198,0.583,0.0,0.747,186760,-7.008,0.532,1,7
1469,1469,1469,1469,4Na2Xo5yQCr5ucwfg8EGIQ,0.931,0.101,82.142,0.176,0.392,0.0,0.549,178853,-3.458,0.566,0,11
1470,1470,1470,1470,3D7yrv6tfvnu9a2PQcH8vs,0.581,0.584,112.299,0.185,0.51,0.0,0.595,144216,-8.872,0.33,0,2
1471,1471,1471,1471,39NDBdU5Xkm5pCFGa5kZtI,0.463,0.105,103.961,0.162,0.236,0.00531,0.802,287040,-8.379,0.291,1,8
1472,1472,1472,1472,7dA4wf6hWcjpaEInjE3aSj,0.935,0.276,128.027,0.266,0.000562,0.706,0.803,202500,-1.71,0.412,0,11
1473,1473,1473,1473,3xby7fOyqmeON8jsnom0AT,0.728,0.132,124.045,0.0323,0.00134,0.0,0.522,321560,-3.801,0.18,0,3
1474,1474,1474,1474,40cetoOJOowiXowtSLM8ag,0.769,0.0753,180.055,0.0687,0.00186,0.0,0.72,181333,-7.035,0.141,1,8
1475,1475,1475,1475,6cF39bo8KFmLbsSdP0qoJa,0.614,0.173,83.743,0.25,0.71,0.0,0.557,185114,-8.479,0.854,0,1
1476,1476,1476,1476,2qZFCu2kYtAagNQA7NZfCq,0.334,0.0883,76.99,0.337,0.834,0.0171,0.582,166150,-14.436,0.634,0,11
1477,1477,1477,1477,1r87NVtXJ69wtrBRr3V7S5,0.543,0.399,155.85,0.293,0.0478,0.000218,0.561,173200,-9.647,0.205,0,6
1478,1478,1478,1478,4mnEFevuqOcYnijU1FwfrQ,0.438,0.281,115.987,0.331,0.271,0.0,0.84,217241,-10.409,0.513,0,7
1479,1479,1479,1479,35OomqV1ZxoVYNB0SF9Ysd,0.597,0.0738,129.997,0.263,0.00199,0.0,0.493,144427,-10.494,0.113,1,7
1480,1480,1480,1480,71V0PGzKSNmgEVbBuim6zh,0.306,0.0518,130.025,0.0388,0.00617,2.87e-05,0.651,251077,-9.747,0.295,0,1
1481,1481,1481,1481,6n4x8HwAe140YB0PHQszyB,0.387,0.106,85.528,0.47,0.482,1.28e-06,0.519,133325,-13.456,0.288,1,10
1482,1482,1482,1482,5gQhALBY8DFXkpU9RbDXr9,0.783,0.248,123.986,0.0368,0.145,4.25e-05,0.699,150000,-7.145,0.178,0,7
1483,1483,1483,1483,2INhKpUdzh7v0j041gZNsz,0.458,0.128,122.981,0.167,0.582,0.173,0.819,268893,-10.223,0.232,0,4
1484,1484,1484,1484,4sNG6zQBmtq7M8aeeKJRMQ,0.617,0.0898,121.079,0.0287,0.0941,1.27e-05,0.687,252307,-5.213,0.665,1,4
1485,1485,1485,1485,5Az8KU81g2aLBbJN67F2CI,0.763,0.0973,154.914,0.0318,0.000501,0.0,0.466,244693,-4.448,0.293,1,0
1486,1486,1486,1486,0Y0yykDeSGqg0whcAh5wHR,0.347,0.361,100.041,0.0271,0.656,0.000122,0.577,274267,-12.985,0.564,1,4
1487,1487,1487,1487,1YmqAwomMjcSELTuk3qCOj,0.429,0.113,82.001,0.0552,0.645,0.00154,0.584,275071,-6.153,0.162,1,1
1488,1488,1488,1488,3KkXRkHbMCARz0aVfEt68P,0.479,0.0703,89.911,0.0466,0.556,0.0,0.76,158040,-5.574,0.913,1,2
1489,1489,1489,1489,38dAAN4VnBMs0VSDDd71ZO,0.394,0.329,127.012,0.0499,0.181,0.0812,0.851,167302,-10.341,0.817,1,11
1490,1490,1490,1490,5oGxw38WoING8JUwo6nVeY,0.48,0.186,131.067,0.0282,0.0972,0.00202,0.636,170540,-7.292,0.304,0,5
1491,1491,1491,1491,6Nle9hKrkL1wQpwNfEkxjh,0.503,0.112,110.134,0.237,0.874,0.0,0.776,210285,-5.732,0.473,0,0
1492,1492,1492,1492,6R6ihJhRbgu7JxJKIbW57w,0.325,0.152,139.886,0.282,0.74,2.14e-05,0.654,243238,-11.925,0.39,1,2
1493,1493,1493,1493,6ObpR8ek44tvWefQRcSo8K,0.705,0.105,159.996,0.0399,0.0392,2.38e-06,0.662,250080,-6.56,0.865,0,1
1494,1494,1494,1494,2q0VexHJirnUPnEOhr2DxK,0.463,0.0907,147.981,0.191,0.681,4.9e-06,0.673,277521,-7.247,0.268,1,2
1495,1495,1495,1495,2dgrYdgguVZKeCsrVb9XEs,0.492,0.107,104.974,0.12,0.736,0.00989,0.759,288640,-10.338,0.561,0,1
1496,1496,1496,1496,2xuMkS7rUJG9U0TcV8oFz2,0.768,0.859,81.314,0.9,0.865,2.01e-05,0.357,423006,-21.648,0.0856,1,2
1497,1497,1497,1497,0q6LuUqGLUiCPP1cbdwFs3,0.739,0.064,120.423,0.026,1.51e-05,0.509,0.689,233867,-5.81,0.578,1,2
1498,1498,1498,1498,2IXTWWyNFE0WDazkffDEIE,0.0826,0.125,143.858,0.0384,0.963,0.922,0.376,110604,-31.876,0.0926,0,7
1499,1499,1499,1499,6ieQhFBkwB4dkMyDKPmmS6,0.111,0.111,74.983,0.0585,0.808,0.917,0.715,129425,-21.264,0.161,0,0
1500,1500,1500,1500,2qADFyh4fLmPwxwUgA2KO3,0.0304,0.0861,100.024,0.0385,0.972,0.928,0.647,134400,-30.188,0.0809,0,9
1501,1501,1501,1501,3xGDY3oMBtqaTCx7rnbk3j,0.0628,0.111,136.0,0.0393,0.968,0.926,0.64,127077,-26.782,0.0397,0,10
1502,1502,1502,1502,0S6lYorQM1KyvBrucbzRCW,0.172,0.132,79.997,0.0699,0.937,0.896,0.59,97516,-15.813,0.27,0,2
1503,1503,1503,1503,5AL0xWW0ZBfsm2bGAwNwQD,0.06,0.159,119.964,0.0568,0.928,0.891,0.636,148250,-21.219,0.0744,1,5
1504,1504,1504,1504,0XZ8ObL5mJEhZ1rFtYnr9t,0.0406,0.111,140.094,0.0452,0.977,0.955,0.65,138857,-16.791,0.195,1,6
1505,1505,1505,1505,1gWlkyc7p3l9tm6AwwKe0G,0.17,0.106,97.334,0.0338,0.881,0.905,0.419,167763,-16.373,0.0427,1,8
1506,1506,1506,1506,2KwWArkAZp7Ks08XHWaXBt,0.253,0.11,137.775,0.0517,0.872,0.865,0.636,125652,-20.761,0.0668,1,11
1507,1507,1507,1507,4yuWAQTFV7lkWSB8W4V2C5,0.0213,0.115,71.996,0.0393,0.995,0.949,0.504,123333,-25.135,0.289,0,0
1508,1508,1508,1508,4qS2KPWvsQzLvRa9oCHw41,0.528,0.0999,117.977,0.0532,0.409,7.89e-05,0.782,213637,-6.035,0.389,0,1
1509,1509,1509,1509,1Fi3GQIOz0JUygjNWe7oY3,0.598,0.119,135.047,0.119,0.0451,3.29e-06,0.628,256424,-5.483,0.0603,1,2
1510,1510,1510,1510,1UGD3lW3tDmgZfAVDh6w7r,0.76,0.158,80.082,0.0721,0.0175,0.0,0.435,351947,-4.935,0.206,0,8
1511,1511,1511,1511,3Q5cLvkKsHJvYltf8k7HkO,0.598,0.634,111.052,0.113,0.0573,1.32e-06,0.818,231618,-5.948,0.331,0,10
1512,1512,1512,1512,7BfW1eoDh27W69nxsmRicb,0.463,0.0634,124.084,0.308,0.142,5.26e-06,0.929,255840,-8.651,0.757,1,9
1513,1513,1513,1513,46OFHBw45fNi7QNjSetITR,0.754,0.113,95.784,0.223,0.0593,0.0,0.583,305067,-6.993,0.347,1,7
1514,1514,1514,1514,40rOlDoGejXXF4B0BYsjx8,0.583,0.1,149.941,0.0773,0.114,0.000536,0.845,200584,-5.948,0.842,0,9
1515,1515,1515,1515,2V5Z2ufbahT6PQSJiRBWyJ,0.71,0.317,129.963,0.0371,0.0999,3.73e-06,0.746,313480,-6.141,0.82,1,0
1516,1516,1516,1516,6g6FfeozIEkVUXecpSq16Q,0.583,0.155,140.039,0.0626,0.441,0.0,0.826,205759,-5.186,0.539,0,2
1517,1517,1517,1517,79MSEdtXuudhGhC5AtG07g,0.678,0.418,117.066,0.0335,0.0199,0.004,0.596,99213,-5.18,0.259,1,9
1518,1518,1518,1518,7LGWmZaoS7jZJ5tEi9EcDi,0.789,0.129,147.957,0.108,0.253,0.0,0.75,157133,-4.578,0.673,1,2
1519,1519,1519,1519,4S4Mfvv03M1cHgIOJcbUCL,0.647,0.114,158.037,0.0675,0.594,0.661,0.861,133680,-7.425,0.67,1,7
1520,1520,1520,1520,3BQHpFgAp4l80e1XslIjNI,0.179,0.0886,96.529,0.0326,0.879,0.0,0.332,125667,-11.83,0.315,1,5
1521,1521,1521,1521,7BKUWh5sdtdS17crohRe4L,0.867,0.346,140.032,0.0896,0.11,0.000105,0.611,331267,-5.298,0.336,1,1
1522,1522,1522,1522,0PdwDpafg7Nz5TrL6U2anU,0.525,0.228,88.013,0.0337,0.00206,0.0,0.681,156040,-8.349,0.183,1,1
1523,1523,1523,1523,0QIX9BS0AUCQcHYvyrsMkV,0.407,0.0852,101.052,0.0308,0.0258,0.000219,0.294,235067,-11.575,0.0378,1,0
1524,1524,1524,1524,4dwNcnCoPnz1x83AWu1kAa,0.369,0.134,145.006,0.0303,0.898,0.0258,0.422,256253,-9.998,0.151,0,11
1525,1525,1525,1525,2grjqo0Frpf2okIBiifQKs,0.832,0.269,125.926,0.0298,0.168,0.00131,0.697,215093,-7.264,0.979,1,9
1526,1526,1526,1526,76ucLd6tuGZOG3hh6caEx1,0.463,0.121,190.0,0.327,0.000281,0.0,0.703,62472,-11.153,0.185,1,1
1527,1527,1527,1527,34xTFwjPQ1dC6uJmleno7x,0.0952,0.126,109.698,0.0479,0.931,0.000201,0.421,177922,-12.561,0.0773,1,6
1528,1528,1528,1528,3Fy2uMZm0H6WbWhkXGjbmJ,0.489,0.0783,102.084,0.0753,0.386,0.0985,0.823,89442,-8.077,0.0799,1,0
1529,1529,1529,1529,5YNgnItQGOnZGZ96lUsSXj,0.428,0.28,109.95,0.079,0.662,3.75e-06,0.457,160813,-9.578,0.321,1,10
1530,1530,1530,1530,5At4ooPVVDO9cXbWsdVAU4,0.49,0.148,101.091,0.0544,0.775,0.00518,0.685,270891,-10.851,0.485,0,6
1531,1531,1531,1531,3D22nEXsYnoi0XwyNLLig3,0.0887,0.103,138.265,0.0472,0.953,0.871,0.148,147958,-28.505,0.0343,1,1
1532,1532,1532,1532,4LmAnpjlhWTahvRkYR8xJa,0.471,0.268,131.023,0.259,0.0201,0.0,0.768,267427,-8.406,0.405,1,2
1533,1533,1533,1533,2BCBJzP7PQ3QlI1lrPdOVX,0.214,0.135,116.947,0.0749,0.484,0.0,0.618,188029,-11.209,0.326,1,11
1534,1534,1534,1534,0Sy5NQqvb7Qy9OS0xcWh6f,0.473,0.203,157.0,0.218,0.0273,0.0,0.596,220138,-9.381,0.365,0,9
1535,1535,1535,1535,1Q0lOGB52skgfzdcq233vs,0.363,0.14,136.422,0.166,0.701,3.18e-06,0.539,350533,-13.888,0.549,0,10
1536,1536,1536,1536,239xL5PCCAZYZTSEcy9YaH,0.277,0.111,117.118,0.0393,0.502,3.94e-06,0.447,227082,-12.316,0.281,0,1
1537,1537,1537,1537,3kBofOTKMUZ62a311eUwvx,0.297,0.119,94.023,0.0301,0.888,0.108,0.662,255466,-14.525,0.434,1,8
1538,1538,1538,1538,5lN3KqheLyd5msHBu8Gmit,0.819,0.108,177.827,0.369,0.0094,0.0,0.691,250787,-5.988,0.777,1,6
1539,1539,1539,1539,2L7CSUyTN1jC5jFR2NXatf,0.309,0.0967,160.072,0.449,0.573,3.15e-05,0.844,132103,-15.575,0.593,0,1
1540,1540,1540,1540,15qsP4hafiNestjAxqJAL9,0.574,0.137,123.972,0.0461,0.615,0.0413,0.424,269280,-11.113,0.179,1,5
1541,1541,1541,1541,4QoFwqgLw1CtoeSv6N80mU,0.428,0.122,150.014,0.129,0.279,0.0469,0.602,200720,-10.98,0.0464,0,2
1542,1542,1542,1542,6TaEx3UGXVOfWXrrELkQSJ,0.667,0.0946,165.056,0.27,0.213,0.0,0.611,304000,-5.886,0.706,1,0
1543,1543,1543,1543,1aHkBDvQw6kTWkRFUkiVAU,0.682,0.265,132.0,0.244,0.0454,0.0,0.782,214000,-6.255,0.505,1,6
1544,1544,1544,1544,2VwtwSBnKrUZqHWDDiNlYB,0.33,0.238,81.712,0.0486,0.765,0.0,0.423,116360,-13.56,0.0787,0,8
1545,1545,1545,1545,54I1dC6Ux5I4h7U44DmjgK,0.432,0.0828,84.992,0.203,0.0876,3.22e-05,0.724,180706,-9.945,0.696,1,11
1546,1546,1546,1546,7DfFc7a6Rwfi3YQMRbDMau,0.339,0.0973,129.83,0.0532,0.409,0.00153,0.721,200747,-11.195,0.2,1,0
1547,1547,1547,1547,37y7iDayfwm3WXn5BiAoRk,0.783,0.119,172.041,0.062,0.449,7.96e-06,0.603,173104,-4.023,0.775,1,6
1548,1548,1548,1548,2w7R3CQgvl8PIKJlwtT9Mv,0.844,0.72,147.708,0.197,0.0104,0.038,0.534,229525,-6.915,0.617,1,11
1549,1549,1549,1549,5lc9L9FeLBwlJPgEbq9uEw,0.897,0.1,140.803,0.0874,0.672,0.0,0.681,169856,-5.44,0.852,1,8
1550,1550,1550,1550,1SRYeLTTfFC1nYtIMauYQc,0.803,0.0764,164.955,0.301,0.139,0.0,0.652,155481,-8.858,0.774,0,5
1551,1551,1551,1551,0clRkzOXPz2vhS19836t9i,0.595,0.109,136.897,0.228,0.41,0.0,0.872,180000,-7.85,0.589,1,5
1552,1552,1552,1552,4Y8MG7qcAMk7JB7Eebpcvu,0.404,0.0821,133.901,0.0494,0.506,0.165,0.586,217027,-11.94,0.369,0,9
1553,1553,1553,1553,61A3iFvqsEPmnwAtsbwRJL,0.0613,0.162,134.959,0.0401,0.963,0.00368,0.426,105933,-17.04,0.178,1,9
1554,1554,1554,1554,3CNSWn2mISh7Ll3yJQbVEw,0.519,0.108,159.877,0.278,0.0714,2.05e-05,0.669,342200,-9.932,0.825,0,11
1555,1555,1555,1555,1kLXQonNqsJxCPFkUet3pV,0.453,0.289,139.919,0.0449,0.25,0.0148,0.739,248382,-8.363,0.636,0,5
1556,1556,1556,1556,2i5cOYEX8h1RpbpVBj6OMJ,0.388,0.175,81.041,0.172,0.718,1.04e-06,0.658,220000,-9.681,0.151,0,10
1557,1557,1557,1557,1qsHYUd2c1wFGcn7e63QmG,0.776,0.227,173.996,0.341,0.15,0.0,0.683,188773,-3.251,0.223,0,1
1558,1558,1558,1558,7xTY3rJMgj0nh6OOPHgsLw,0.873,0.0725,81.052,0.314,0.124,0.0,0.667,217104,-5.605,0.799,1,10
1559,1559,1559,1559,27GmP9AWRs744SzKcpJsTZ,0.553,0.332,142.079,0.187,0.0559,0.0,0.852,205879,-7.286,0.656,1,1
1560,1560,1560,1560,1xzBco0xcoJEDXktl7Jxrr,0.625,0.248,146.034,0.0315,0.194,0.00986,0.729,183907,-5.266,0.261,1,4
1561,1561,1561,1561,0oVxGuRMnawFgA8aduocfc,0.776,0.0502,146.997,0.139,0.000159,0.0,0.805,172245,-6.006,0.172,1,1
1562,1562,1562,1562,4GKHIuAyQBWSvrVxoej52H,0.596,0.0489,140.064,0.329,0.0194,0.0,0.859,192148,-7.021,0.479,1,11
1563,1563,1563,1563,4PklAHGXT5ityno3IA8SKd,0.833,0.0596,141.034,0.253,0.0277,0.0,0.92,165726,-3.18,0.645,1,1
1564,1564,1564,1564,3tDqEKKUs6gf8zMvSuLyLA,0.486,0.146,120.998,0.384,0.048,0.0,0.892,214215,-8.637,0.535,0,11
1565,1565,1565,1565,6PRh0ilIMEP1xlUHqalnkD,0.659,0.372,129.93,0.31,0.0123,0.0,0.835,195257,-5.696,0.579,1,4
1566,1566,1566,1566,4SWWe2OYC4mqf40Gc2RSdl,0.454,0.0896,119.969,0.0732,0.036,0.000422,0.926,224002,-9.932,0.34,1,6
1567,1567,1567,1567,3Ol2xnObFdKV9pmRD2t9x8,0.587,0.148,96.057,0.0413,0.407,0.0,0.791,179449,-5.075,0.536,0,3
1568,1568,1568,1568,1JGaV39uhSQd2eAteOxFlF,0.76,0.105,101.91,0.362,0.209,0.0,0.845,145547,-6.008,0.516,0,1
1569,1569,1569,1569,3GZD6HmiNUhxXYf8Gch723,0.603,0.167,123.061,0.226,0.0272,0.000503,0.913,234093,-4.892,0.497,1,8
1570,1570,1570,1570,1fnccsew8Dr7DGf8DgQ2Lm,0.274,0.165,137.526,0.0505,0.214,0.954,0.146,182910,-19.96,0.0263,1,5
1571,1571,1571,1571,4QhWbupniDd44EDtnh2bFJ,0.65,0.791,107.989,0.0466,0.0118,7.62e-05,0.4,592920,-6.104,0.15,0,5
1572,1572,1572,1572,4rbwnul12vKm58t4lOcoZF,0.678,0.149,167.97,0.0312,0.0268,0.0444,0.588,130000,-4.491,0.229,0,6
1573,1573,1573,1573,2LiDZmGERLzjrtBTCofj2G,0.352,0.0668,141.97,0.0357,0.883,0.00191,0.253,203492,-11.509,0.099,1,8
1574,1574,1574,1574,36xxq7VDZZsGwARsn6Clo7,0.62,0.109,80.109,0.296,0.223,0.0,0.714,276347,-5.045,0.73,1,11
1575,1575,1575,1575,0aMHIW1lqrulVCx0LLlr6a,0.645,0.145,125.795,0.222,0.0518,0.0,0.679,307188,-7.777,0.203,0,6
1576,1576,1576,1576,7AzlLxHn24DxjgQX73F9fU,0.631,0.165,127.998,0.0893,0.524,0.000579,0.652,154424,-5.718,0.35,0,6
1577,1577,1577,1577,4BycRneKmOs6MhYG9THsuX,0.614,0.0286,96.038,0.17,0.0211,0.0,0.627,208947,-6.006,0.758,0,6
1578,1578,1578,1578,1nRTH500HbZX8PYwT4ZMby,0.614,0.113,110.061,0.0393,0.246,0.00757,0.862,202667,-5.875,0.323,0,5
1579,1579,1579,1579,7AQim7LbvFVZJE3O8TYgf2,0.533,0.103,131.036,0.0412,0.0172,0.000152,0.797,146520,-9.74,0.329,0,0
1580,1580,1580,1580,3uouaAVXpQR3X8RYkJyitQ,0.652,0.125,158.49,0.373,0.704,0.00055,0.589,194960,-7.498,0.486,1,10
1581,1581,1581,1581,75ZvA4QfFiZvzhj2xkaWAh,0.538,0.196,143.95,0.0382,0.0689,0.0,0.556,223347,-5.408,0.291,0,8
1582,1582,1582,1582,3SEd8nPd8MpGwk6ZZ8tk2j,0.768,0.127,115.021,0.0819,0.0146,1.03e-06,0.823,274320,-6.21,0.216,1,11
1583,1583,1583,1583,7umZiitjVsEjMQ6HNddpUI,0.676,0.701,90.377,0.191,0.53,0.000325,0.629,152041,-7.088,0.497,0,1
1584,1584,1584,1584,0jNFDcGAXPs5ahngmD5R6n,0.405,0.239,100.626,0.0431,0.602,0.0,0.403,156248,-7.718,0.0524,0,4
1585,1585,1585,1585,6fTdcGsjxlAD9PSkoPaLMX,0.596,0.0798,158.063,0.224,0.53,0.0,0.511,226014,-6.56,0.554,1,0
1586,1586,1586,1586,24G1PXBWoRgV0wDXZKwxzz,0.536,0.208,119.956,0.0435,0.072,0.000259,0.838,224444,-6.288,0.89,1,2
1587,1587,1587,1587,5xoYormSTltk6F9SlQV6mm,0.67,0.0804,91.933,0.0639,0.225,1.4e-05,0.652,256008,-8.766,0.274,1,2
1588,1588,1588,1588,1Is8hGpkGMiePASAxBluxM,0.782,0.124,94.03,0.138,0.0918,2.31e-06,0.701,156040,-4.987,0.57,1,1
1589,1589,1589,1589,5TRekQsv96kQezYd8TkilW,0.443,0.126,109.967,0.0681,0.125,0.000162,0.778,323455,-8.638,0.122,1,4
1590,1590,1590,1590,1mFHMzbaECWFaPfoePoEYl,0.843,0.295,75.281,0.173,0.197,3.95e-06,0.334,230493,-5.928,0.616,0,10
1591,1591,1591,1591,6FBzhcfgGacfXF3AmtfEaX,0.473,0.128,100.0,0.116,0.663,0.0523,0.414,129698,-8.911,0.409,0,11
1592,1592,1592,1592,4VYmdTVFXDq0LtYMoVswTv,0.594,0.143,139.28,0.166,0.269,0.0,0.441,197440,-8.271,0.491,1,1
1593,1593,1593,1593,2cfmPD6XzdbB1HQV16fmIX,0.524,0.15,180.013,0.508,0.515,0.0101,0.755,173333,-7.925,0.867,0,0
1594,1594,1594,1594,7eqoqGkKwgOaWNNHx90uEZ,0.548,0.113,89.815,0.118,0.42,1.01e-06,0.466,307151,-9.362,0.423,0,5
1595,1595,1595,1595,1gTANFZlqRitzVx7YSenzA,0.803,0.122,92.747,0.399,0.595,0.0,0.634,215187,-7.569,0.574,1,8
1596,1596,1596,1596,4YZbVct8l9MnAVIROnLQdx,0.417,0.375,95.003,0.0329,0.0888,0.000648,0.701,194840,-7.818,0.186,0,6
1597,1597,1597,1597,5mCPDVBb16L4XQwDdbRUpz,0.463,0.109,111.98,0.0396,0.256,0.085,0.809,298941,-11.377,0.364,1,11
1598,1598,1598,1598,7zJld1LpGmLsPt8IGOc0KL,0.646,0.16,98.03,0.189,0.0418,0.0,0.886,147260,-7.214,0.867,0,7
1599,1599,1599,1599,7m9OqQk4RVRkw9JJdeAw96,0.391,0.297,134.021,0.242,0.469,4.13e-06,0.872,119133,-9.144,0.437,0,0
1600,1600,1600,1600,0h8KNwmDto5ndOqdUOVZGQ,0.905,0.136,149.787,0.0483,0.0552,0.0,0.548,167066,-3.932,0.49,0,2
1601,1601,1601,1601,1nGoy0cEj0extAwXYNYTWd,0.432,0.308,164.235,0.545,0.495,0.0,0.556,205547,-8.551,0.352,1,3
1602,1602,1602,1602,4J5vBoKj2w2mBXbGqNDFYV,0.402,0.281,73.575,0.0875,0.0863,0.0003,0.24,290706,-11.734,0.0959,1,6
1603,1603,1603,1603,7F1CiKqrY44kh5cDqwHOnx,0.153,0.16,139.644,0.0303,0.882,1.66e-06,0.541,176972,-10.654,0.359,1,6
1604,1604,1604,1604,3wLtYwtqvKK2ewelSVPeDK,0.656,0.115,160.414,0.276,0.218,0.0,0.688,157657,-5.541,0.365,0,4
1605,1605,1605,1605,1kxeWHF9PrCVZHvVskv8lg,0.524,0.112,119.603,0.0323,0.0542,0.5,0.76,270307,-7.67,0.112,0,1
1606,1606,1606,1606,4EdNY3scTlTbGpwGlbjfyg,0.667,0.122,120.045,0.0549,0.139,0.00139,0.669,180005,-9.275,0.176,1,2
1607,1607,1607,1607,3u4rIcRR7gSoJdkJIx9zpu,0.384,0.0964,93.981,0.0675,0.72,0.288,0.584,324123,-12.144,0.184,0,3
1608,1608,1608,1608,0tM1GsbzKXq1Iy3O1YhaDU,0.738,0.132,121.974,0.0569,0.00602,0.676,0.729,226230,-6.338,0.424,0,6
1609,1609,1609,1609,6ZT3coOj97F6CVvruPtnox,0.68,0.144,94.46,0.0408,0.000599,0.0339,0.487,324807,-8.497,0.0752,0,7
1610,1610,1610,1610,6gGBL1uMBcNUOzSYfKreID,0.304,0.147,84.927,0.101,0.14,0.000498,0.825,140973,-11.597,0.3,1,5
1611,1611,1611,1611,2MLHyLy5z5l5YRp7momlgw,0.81,0.165,114.623,0.0288,0.00719,0.00251,0.654,200307,-6.26,0.661,0,4
1612,1612,1612,1612,34oWbFBfGEElvgO0a5c9V4,0.595,0.0839,117.532,0.191,0.0673,0.0,0.943,165291,-8.372,0.815,0,5
1613,1613,1613,1613,669gYFBhezfYPXQP1hBMOX,0.699,0.103,138.929,0.0487,0.276,0.0,0.872,196835,-6.127,0.725,1,1
1614,1614,1614,1614,0Tcw8w9pvPrZoORgxsNASW,0.742,0.558,148.949,0.162,0.00198,0.0,0.773,186843,-5.453,0.35,0,5
1615,1615,1615,1615,003vvx7Niy0yvhvHt4a68B,0.911,0.0995,148.033,0.0747,0.00121,0.0,0.352,222973,-5.23,0.236,1,1
1616,1616,1616,1616,6FE2iI43OZnszFLuLtvvmg,0.791,0.157,102.071,0.124,0.0384,0.0,0.72,175427,-4.689,0.756,1,1
1617,1617,1617,1617,5nujrmhLynf4yMoMtj8AQF,0.825,0.0674,102.977,0.0601,0.00883,0.0,0.702,203064,-3.787,0.915,0,6
1618,1618,1618,1618,3F18I7LhWKxlf1PytSoTBH,0.435,0.111,95.991,0.033,0.0985,0.721,0.677,262933,-11.024,0.0729,0,7
1619,1619,1619,1619,37jTPJgwCCmIGMPB45jrPV,0.534,0.256,145.082,0.0831,0.0594,8.59e-06,0.676,338413,-6.901,0.156,0,2
1620,1620,1620,1620,1mvDFqbbmgmMmU6U4dIq5m,0.504,0.211,110.027,0.383,0.546,0.00131,0.84,268667,-9.354,0.406,1,1
1621,1621,1621,1621,3MAgQuClHcAV8E9CbeBS6f,0.598,0.0881,70.189,0.115,0.611,0.0,0.512,213253,-4.959,0.345,0,9
1622,1622,1622,1622,1NZs6n6hl8UuMaX0UC0YTz,0.664,0.11,107.747,0.0407,0.542,0.00402,0.404,351640,-6.698,0.0949,1,1
1623,1623,1623,1623,3NxAG2ni1lLa8RKL6a0INc,0.475,0.197,80.006,0.113,0.0175,1.1e-05,0.746,241400,-11.243,0.292,0,10
1624,1624,1624,1624,312WNtMs3F28cUukaPY9bo,0.623,0.321,100.436,0.0398,0.0683,0.0,0.658,250747,-6.934,0.207,1,0
1625,1625,1625,1625,2CAb0iGKrcIpzPvGOjJere,0.375,0.091,93.688,0.031,0.378,0.0,0.573,173683,-10.482,0.527,1,4
1626,1626,1626,1626,7vTspUAmMKFkUpKL9HLZNL,0.586,0.193,175.987,0.381,0.248,0.0,0.71,185439,-5.331,0.207,1,2
1627,1627,1627,1627,1Ser4X0TKttOvo8bgdytTP,0.564,0.0721,185.023,0.136,0.187,0.0,0.689,212947,-6.226,0.123,1,2
1628,1628,1628,1628,2RRFTLIglxHgAYQzsSLI4Y,0.516,0.265,133.999,0.044,0.171,3.21e-06,0.761,164333,-10.229,0.562,1,0
1629,1629,1629,1629,23Ij3xEFmYkRl00dDJCVMP,0.731,0.331,79.843,0.291,0.0644,2.7e-06,0.605,239250,-8.127,0.672,0,1
